text,label
Wow jus made a #TWITTER i reallly dnt kno how o2 use it so i neea alittle help,1
Wow jus made a #TWITTER i reallly dnt kno how o2 use it so i neea alittle help,1
Puta pero da Wueba dormirse....Bueno mejor sigo en #Twitter..jejeje :),1
Puta pero da Wueba dormirse....Bueno mejor sigo en #Twitter..jejeje :),3
Puta pero da Wueba dormirse....Bueno mejor sigo en #Twitter..jejeje :),1
Puta pero da Wueba dormirse....Bueno mejor sigo en #Twitter..jejeje :),1
Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??,1
Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??,0
Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??,1
Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??,1
Stay hungry stay foolish. Steve Jobs founder @Apple #WinningWithEL,3
Stay hungry stay foolish. Steve Jobs founder @Apple #WinningWithEL,3
Stay hungry stay foolish. Steve Jobs founder @Apple #WinningWithEL,3
Stay hungry stay foolish. Steve Jobs founder @Apple #WinningWithEL,3
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,3
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,3
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,3
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,3
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE,0
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE,0
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE,0
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE,0
RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,2
RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,3
RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,3
RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,3
More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,2
More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,0
More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,0
More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,0
@apple so iMac or MacBook pro?,1
@apple so iMac or MacBook pro?,2
@apple so iMac or MacBook pro?,0
@apple so iMac or MacBook pro?,2
@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od,0
@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od,2
@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od,1
@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od,2
Let's be honest #twitter nothing's #trending en #espaÃ±ol.,1
Let's be honest #twitter nothing's #trending en #espaÃ±ol.,3
Let's be honest #twitter nothing's #trending en #espaÃ±ol.,1
Let's be honest #twitter nothing's #trending en #espaÃ±ol.,1
à¹à¸Šà¹Šà¸° à¸ à¸²à¸žà¸„à¸¹à¹ˆ @Apple :) http://t.co/MMvtnUPg,1
à¹à¸Šà¹Šà¸° à¸ à¸²à¸žà¸„à¸¹à¹ˆ @Apple :) http://t.co/MMvtnUPg,2
à¹à¸Šà¹Šà¸° à¸ à¸²à¸žà¸„à¸¹à¹ˆ @Apple :) http://t.co/MMvtnUPg,1
à¹à¸Šà¹Šà¸° à¸ à¸²à¸žà¸„à¸¹à¹ˆ @Apple :) http://t.co/MMvtnUPg,1
este hueon no cacha que hay mouses que funcionan sobre cualquier superficie #microsoft @clubdelacomedia,1
este hueon no cacha que hay mouses que funcionan sobre cualquier superficie #microsoft @clubdelacomedia,3
este hueon no cacha que hay mouses que funcionan sobre cualquier superficie #microsoft @clubdelacomedia,1
este hueon no cacha que hay mouses que funcionan sobre cualquier superficie #microsoft @clubdelacomedia,1
Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie,2
Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie,2
Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie,0
Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie,2
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,3
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,3
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,3
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,3
iSteps @apple store bologna http://t.co/WjjBq7Ae,1
iSteps @apple store bologna http://t.co/WjjBq7Ae,2
iSteps @apple store bologna http://t.co/WjjBq7Ae,1
iSteps @apple store bologna http://t.co/WjjBq7Ae,1
I hate #twitter right now..,3
I hate #twitter right now..,3
I hate #twitter right now..,3
I hate #twitter right now..,3
Ù‚Ø§Ù„ Ø§Ù„Ø±Ø¦ÙŠØ³ Ø§Ù„ØªÙ†ÙÙŠØ°ÙŠ Ù„Ø´Ø±ÙƒØ© #Microsoft Ø³ØªÙŠÙ Ø¨Ø§Ù„Ù…Ø± Ø§Ù„ÙŠÙˆÙ… ÙÙŠ Ù…Ø¤ØªÙ…Ø± Web 2.0 Ø§Ù† Ø§Ø¬Ù‡Ø²Ø© Ø§Ù„Ø£Ù†Ø¯Ø±ÙˆÙŠØ¯ Ø§Ø¬Ù‡Ø²Ù‡ Ù…Ù…Ù„Ù‡ ÙˆØ§Ø¶Ø§Ù #Android_ar #Tech_ar,1
Ù‚Ø§Ù„ Ø§Ù„Ø±Ø¦ÙŠØ³ Ø§Ù„ØªÙ†ÙÙŠØ°ÙŠ Ù„Ø´Ø±ÙƒØ© #Microsoft Ø³ØªÙŠÙ Ø¨Ø§Ù„Ù…Ø± Ø§Ù„ÙŠÙˆÙ… ÙÙŠ Ù…Ø¤ØªÙ…Ø± Web 2.0 Ø§Ù† Ø§Ø¬Ù‡Ø²Ø© Ø§Ù„Ø£Ù†Ø¯Ø±ÙˆÙŠØ¯ Ø§Ø¬Ù‡Ø²Ù‡ Ù…Ù…Ù„Ù‡ ÙˆØ§Ø¶Ø§Ù #Android_ar #Tech_ar,3
Ù‚Ø§Ù„ Ø§Ù„Ø±Ø¦ÙŠØ³ Ø§Ù„ØªÙ†ÙÙŠØ°ÙŠ Ù„Ø´Ø±ÙƒØ© #Microsoft Ø³ØªÙŠÙ Ø¨Ø§Ù„Ù…Ø± Ø§Ù„ÙŠÙˆÙ… ÙÙŠ Ù…Ø¤ØªÙ…Ø± Web 2.0 Ø§Ù† Ø§Ø¬Ù‡Ø²Ø© Ø§Ù„Ø£Ù†Ø¯Ø±ÙˆÙŠØ¯ Ø§Ø¬Ù‡Ø²Ù‡ Ù…Ù…Ù„Ù‡ ÙˆØ§Ø¶Ø§Ù #Android_ar #Tech_ar,1
Ù‚Ø§Ù„ Ø§Ù„Ø±Ø¦ÙŠØ³ Ø§Ù„ØªÙ†ÙÙŠØ°ÙŠ Ù„Ø´Ø±ÙƒØ© #Microsoft Ø³ØªÙŠÙ Ø¨Ø§Ù„Ù…Ø± Ø§Ù„ÙŠÙˆÙ… ÙÙŠ Ù…Ø¤ØªÙ…Ø± Web 2.0 Ø§Ù† Ø§Ø¬Ù‡Ø²Ø© Ø§Ù„Ø£Ù†Ø¯Ø±ÙˆÙŠØ¯ Ø§Ø¬Ù‡Ø²Ù‡ Ù…Ù…Ù„Ù‡ ÙˆØ§Ø¶Ø§Ù #Android_ar #Tech_ar,1
Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google,0
Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google,2
Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google,2
Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google,2
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,0
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,3
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,2
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,2
Google+ to Support Pseudonyms http://t.co/ms1eBXpx #google+ #googlesocialmedia #googleventures #facebook #twitter #socialmediamarketing,0
Google+ to Support Pseudonyms http://t.co/ms1eBp #google+ #googlesocialmedia #googleventures #facebook #twitter #socialmediamarketing,2
Google+ to Support Pseudonyms http://t.co/ms1eBXpx #google+ #googlesocialmedia #googleventures #facebook #twitter #socialmediamarketing,1
Google+ to Support Pseudonyms http://t.co/ms1eBXpx #google+ #googlesocialmedia #googleventures #facebook #twitter #socialmediamarketing,2
Save ink by printing certain areas of your doc. Highlight the text click Print under Page Range tick â€˜Selectionâ€™. #microsoft #word #office,2
Save ink by printing certain areas of your doc. Highlight the tet click Print under Page Range tick â€˜Selectionâ€™. #microsoft #word #office,2
Save ink by printing certain areas of your doc. Highlight the text click Print under Page Range tick â€˜Selectionâ€™. #microsoft #word #office,2
Save ink by printing certain areas of your doc. Highlight the text click Print under Page Range tick â€˜Selectionâ€™. #microsoft #word #office,2
no tempo qe eu usava #twitter era bem melhor fazia muitas amizades hoje em dia #twitter serve apenas para falar bobeiras :s,1
no tempo qe eu usava #twitter era bem melhor fazia muitas amizades hoje em dia #twitter serve apenas para falar bobeiras :s,3
no tempo qe eu usava #twitter era bem melhor fazia muitas amizades hoje em dia #twitter serve apenas para falar bobeiras :s,1
no tempo qe eu usava #twitter era bem melhor fazia muitas amizades hoje em dia #twitter serve apenas para falar bobeiras :s,1
â€¦and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?,3
â€¦and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?,3
â€¦and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?,3
â€¦and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?,3
Great up close & personal event @Apple tonight in Regent St store!,0
Great up close & personal event @Apple tonight in Regent St store!,0
Great up close & personal event @Apple tonight in Regent St store!,0
Great up close & personal event @Apple tonight in Regent St store!,0
@CarlosTolosa10 jajaja buscalo en #google y ve como esta jajaja,1
@CarlosTolosa10 jajaja buscalo en #google y ve como esta jajaja,0
@CarlosTolosa10 jajaja buscalo en #google y ve como esta jajaja,1
@CarlosTolosa10 jajaja buscalo en #google y ve como esta jajaja,1
Endlich kommt mein lang ersehntes Feature aus SciFi Filmen - #Microsoft #OmniTouch macht aus allem einen Touchscreen: http://t.co/4m2lrVUz,1
Endlich kommt mein lang ersehntes Feature aus SciFi Filmen - #Microsoft #OmniTouch macht aus allem einen Touchscreen: http://t.co/4m2lrVUz,0
Endlich kommt mein lang ersehntes Feature aus SciFi Filmen - #Microsoft #OmniTouch macht aus allem einen Touchscreen: http://t.co/4m2lrVUz,1
Endlich kommt mein lang ersehntes Feature aus SciFi Filmen - #Microsoft #OmniTouch macht aus allem einen Touchscreen: http://t.co/4m2lrVUz,1
.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,0
.@apple you got me. I'm now invested. MacBook Pro net year. Time to get on selling more of my #android gear,0
.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,0
.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,0
RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,2
RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,2
RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,1
RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,2
#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,2
#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,2
#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,2
#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,2
@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,0
@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,0
@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,0
@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,0
#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ... #de #google #en http://t.co/cFmZOejW,1
#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ... #de #google #en http://t.co/cFmZOejW,3
#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ... #de #google #en http://t.co/cFmZOejW,1
#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ... #de #google #en http://t.co/cFmZOejW,1
One would think the voice recognition on the @apple tech support line would work a little better.,3
One would think the voice recognition on the @apple tech support line would work a little better.,2
One would think the voice recognition on the @apple tech support line would work a little better.,3
One would think the voice recognition on the @apple tech support line would work a little better.,3
NÃ© @Apple vai trabalhar no iPhone5,1
NÃ© @Apple vai trabalhar no iPhone5,3
NÃ© @Apple vai trabalhar no iPhone5,1
NÃ© @Apple vai trabalhar no iPhone5,1
Waa ya tienes #twitter @luchiie24 wuahahahaha,1
Waa ya tienes #twitter @luchiie24 wuahahahaha,0
Waa ya tienes #twitter @luchiie24 wuahahahaha,1
Waa ya tienes #twitter @luchiie24 wuahahahaha,1
Google encrypts searches: http://t.co/q8inLdFy #Google,2
Google encrypts searches: http://t.co/q8inLdFy #Google,2
Google encrypts searches: http://t.co/q8inLdFy #Google,2
Google encrypts searches: http://t.co/q8inLdFy #Google,2
Hitting the sack early. G-night #twitter,2
Hitting the sack early. G-night #twitter,0
Hitting the sack early. G-night #twitter,1
Hitting the sack early. G-night #twitter,2
@APPLE Wow @MOTOROLA Just crushed your dreams....,3
@APPLE Wow @MOTOROLA Just crushed your dreams....,3
@APPLE Wow @MOTOROLA Just crushed your dreams....,1
@APPLE Wow @MOTOROLA Just crushed your dreams....,3
Auch Google gefÃ¤llt das Panda 2.5 Update nicht â€“ Analyse eines Rollbacks Â« Searchmetrics SEO Blog http://t.co/2LvpBK0J #google #panda #seo,1
Auch Google gefÃ¤llt das Panda 2.5 Update nicht â€“ Analyse eines Rollbacks Â« Searchmetrics SEO Blog http://t.co/2LvpBK0J #google #panda #seo,3
Auch Google gefÃ¤llt das Panda 2.5 Update nicht â€“ Analyse eines Rollbacks Â« Searchmetrics SEO Blog http://t.co/2LvpBK0J #google #panda #seo,1
Auch Google gefÃ¤llt das Panda 2.5 Update nicht â€“ Analyse eines Rollbacks Â« Searchmetrics SEO Blog http://t.co/2LvpBK0J #google #panda #seo,1
RT @EurekaStartups Un teclado tÃ¡ctil sobre cualquier superficie  http://t.co/EakkXn0O #Microsoft #TecnologÃ­a,1
RT @EurekaStartups Un teclado tÃ¡ctil sobre cualquier superficie  http://t.co/Eakkn0O #Microsoft #TecnologÃ­a,2
RT @EurekaStartups Un teclado tÃ¡ctil sobre cualquier superficie  http://t.co/EakkXn0O #Microsoft #TecnologÃ­a,1
RT @EurekaStartups Un teclado tÃ¡ctil sobre cualquier superficie  http://t.co/EakkXn0O #Microsoft #TecnologÃ­a,1
#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft,0
#itasum11 - Gadgeteer http://t.co/ecW3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinet #microsoft,0
#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft,2
#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft,0
@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!,2
@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!,3
@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!,2
@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!,2
@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!,0
@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!,0
@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!,0
@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!,0
Damn it @Apple!! Whatchu done to my phone??,3
Damn it @Apple!! Whatchu done to my phone??,3
Damn it @Apple!! Whatchu done to my phone??,3
Damn it @Apple!! Whatchu done to my phone??,3
Ok so my #EX girlfriend hacked my #TWITTER this should be funny,2
Ok so my #E girlfriend hacked my #TWITTER this should be funny,3
Ok so my #EX girlfriend hacked my #TWITTER this should be funny,1
Ok so my #EX girlfriend hacked my #TWITTER this should be funny,2
"Straight Outta Hak Mob"""" RT @Jhon_Doe_Smokes: Out of my 7 months of actually gettin on #Twitter. I've only beeâ€¦ (cont) http://t.co/qDM3X8BB",2
"Straight Outta Hak Mob"""" RT @Jhon_Doe_Smokes: Out of my 7 months of actually gettin on #Twitter. I've only beeâ€¦ (cont) http://t.co/qDM38BB",1
"Straight Outta Hak Mob"""" RT @Jhon_Doe_Smokes: Out of my 7 months of actually gettin on #Twitter. I've only beeâ€¦ (cont) http://t.co/qDM3X8BB",1
"Straight Outta Hak Mob"""" RT @Jhon_Doe_Smokes: Out of my 7 months of actually gettin on #Twitter. I've only beeâ€¦ (cont) http://t.co/qDM3X8BB",1
Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS? Y NO TEXTS.... #iOS5 #iOS5atemydingo,3
Restored my iPhone. STILL NO TETS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS? Y NO TETS.... #iOS5 #iOS5atemydingo,3
Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS? Y NO TEXTS.... #iOS5 #iOS5atemydingo,3
Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS? Y NO TEXTS.... #iOS5 #iOS5atemydingo,3
High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http://t.co/OWf25yJB,2
