text,opinion
#Microsoft convierte en táctil a cualquier superficie [ #VIDEO ] http://t.co/mKNOVBUS,3
remember when people used to say ""flat the fuck out!!"" lol.. and their face while saying.... kindahow i feel about @apple,1
#microsoft #research shows #Holodesk. Awesome!!! The holodeck is one step closer! bit.ly/pCMJON #kinect /via @dvroegop,2
quitandole las telarañas al #twitter jajaja,3
Steve Ballmer haalt uit naar #Android: http://t.co/jZWofwYc #Microsoft haalt uit omdat zelf falen op mobiele markt?,3
http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple,2
Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!,1
RT @CNBC: The World's 10 Most Tweeted Moments - Link to Story http://t.co/iKZiM8i5 #Twitter,2
01:50 no #msn e no #twitter e #Facebook.,1
Ey #Google tu que haces con esos 3300 millones de dolares mensuales ?,3
But does request desktop site work with hulu?!?!? #ICS #Google,2
Pondering the iOS update... From the sounds of @MikeFerri's difficulties I may just hold off :/ @Apple FIX IT!,1
SeNews : Ballmer: 70% Of The Time Google & Bing Are The Same So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn,2
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX,2
Bien repensé l'app photo #nexusprime #google #android avec l'aperçu direct,0
Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse dank Kelly en Brigitte voor de goede ontvangst!,3
Nexus S รอกินไอศกรีมแซนวิช #google #android #ics,3
Me voy a dormir... Goodnight #twitter,3
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 1,2
The #Google guys are illustrating the perils of a live demonstration admirably. #GalaxyNexus #ICS #Android,0
How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian,2
#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft,2
#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland,2
#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT,2
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc,2
Que bueno que hay gente que no te lee aqui en #twitter :D,3
i want him to make a #Twitter,0
Ballmer: ""Necesitas ser un científico para manejar Android"" http://t.co/7iEeAtNR #Microsoft #Steve_Ballmer #SteveBallmer #Windows_Phone,3
AsiaClassifiedToday: Adopting solar leasing programmes in Singapore by Rachel Wong - eco-bus... http://t.co/l1V1gUIG #asia #google #ads,2
Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99 has a $150 exam voucher! http://t.co/zcHV6TaC,2
@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in,2
Microsoft Security Essentialの定義ファイルがアップデートしました：1.115.102.0 &gt; http://t.co/QuqPibic #Microsoft,3
At @Apple HQ,2
I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!,1
Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!,1
Le #GalaxyNexus fait bien envie... Mais bizarrement ça me gêne qu'il y soit marqué #Google au dos.,0
#twitter tiene la mala costumbre de ponerce bno cuano yo me voy :/,3
did he just say hipster filters? #google #android,2
Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu chysta se v Nemecku a Rusku. V kazdem pres 250 000 serveru.,3
#Microsoft Please check out or site and join please. http://t.co/dRR4oq1Z we need more ppl maybe u can help,2
RT @/iPadPowerUsers-On Google+ then go here http://t.co/tMGHv24E #GPlus #Googleplus #Google #teamfollowback #socialnetwork,2
@kymbersanden #google my favorite study guide,0
#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/AgC6PCz7 #harshgandhitk,2
@ksidd94 lol it's #tocomplicated to explain on here lol #lookitup #google #twitterrookie #lmao,2
Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta,2
Steve Ballmer CEO van #Microsoft haalt uit naar #Android. Ach hij moet toch wat niemand koopt zijn #phone7... http://t.co/mPpEi6ul,3
Vou Dormir . Boa Noite Galera Do #Twitter E Do #Facebook,3
He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple,0
Comparing the @apple & @BlackBerry apps/interfaces can anyone imagine how @BlackBerry could have done worse? #sadreally,1
#fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,1
Brilhante a apresentação do Android ICS. O Google simplesmente abusou da tecnologia!!! Sambou na cara das agendas !!! #ICS #google #Android,3
New calendar app with pinch to zoom capabilities. Far superior to the current one! #Google #Android #ICS,0
My #twitter age is 285 days 8 hours 52 minutes 38 seconds. Find out yours at http://t.co/q5mvW7VF #twittertime,2
RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week #nokia #microsoft #wp7 http://t.co/vOH8VM8A,2
RT @GLaraLopez: The Perks of Working at #Google #Facebook #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redes ...,2
jajajaja ;) ps q mas se hace En #Twitter @PilarGarciaM,3
Características Samsung Galaxy Prime con Android ICS 4.0 ~ ANDROIDVZLA http://t.co/LmbrSC4Y #android #androidvzla #google #ICS,2
RT @iphone4S_nerd: #Microsoft’s Ballmer: Android phones are boring overcomplicated http://t.co/xyM8fxD0 via @BGR,1
@RickySinghPT got a new backside for my eye phone! V impressed with @apple,0
#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel,2
[HighTech] Microsoft PocketTouch - Multitouch Através de Tecido http://t.co/eLqI5VAB #touch #pockettouch #microsoft,2
If #Google don't fix pinch-zoom on #Android 2.3.6 soon I might have to leave the fold and go #CyanogenMod,1
RT @mashable #Google Launches #Android Ice Cream Sandwich OS http://t.co/zxfeb0ld,2
RT @capoKenn: i like big glutus & i cannot lie #GOOGLE&lt;sandra levels lol&gt;,2
Good lord #twitter send my bloody tweets! #ihateyourightnow,1
RT @modalnho: New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja,3
@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.,3
People that do this "" #This #Is #My #Twitter "" and pound everything. Needs to delete their Twitter.,1
@BenFolds p.s. I would have never used the word ""playa"" over ""player"" if #Twitter wasn't so restrictive...,1
#Microsoft y el nuevo #Omnitouch convierte cualquier superficie en pantalla tactil http://t.co/TkgcW6y8,3
Conoce al nuevo #Samsung #GalaxyNexus con #Android 4.0 #IceCreamSandwich - http://t.co/PdGz1l51 #Google #Smartphones,3
3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack,3
@apple iPhone 4S robo-brain Siri doesn’t play well outside the U.S. http://t.co/LYppovGb,1
Update : Google Officially calls Android Ice Cream Sandwich Shouts Android 4.0 http://t.co/zzRuwrSk #google #ics #android4,2
#Microsoft åtnjuter ju trots allt fortfarande en liten gnutta respekt i branschen. Så varför är Steve Ballmer kvar?,3
Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft,2
Quem não tem um #TWITTER que atire a primeira pedraaaa,3
@Apple iOS 5 is sweet! Notifications phone search covers mail now wifi sync iCloud backup and integrated Twitter are all well done.,0
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,1
#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices too) http://t.co/4x69YDfE,2
RT @RomanKrd: На Microsoft Management Summit 2011 проблемы с интернет #russia #microsoft,3
@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just..http://bit.ly/pY0hlZ,2
I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,0
Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple,3
i-nexus Named as One of The Telegraph's Top 1000 - Free PR Site (press release) http://t.co/J4AHo3Aa #nexus #one #google,2
RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...,2
@AsimRang @apple @umber well so far ive seen it for apps,2
RT @TheSoap88: #Twitter is interesting 24hrs a day. #Facebook is interesing 2hrs a day.,0
US-Steuerbehörde leitet Untersuchung gegen #Google ein http://t.co/wfjxlKhe via @zdnet_de,3
@samixitoledo jajajaja pero no kiere decir q m vas a dejar de hablar adems el mio amore no tiene #Twitter. Jajaja,3
Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb,1
#Microsoft's Ballmer: We’re beating #Google in the #cloud http://t.co/XIq3v54f,0
Galaxy Nexus anunciado oficialmente: pantalla de 4 65 pulgadas y Ice Cream Sandwich http://t.co/gDETlxsN #galaxy_nexus #GalaxyNexus #google,3
#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,1
#Twitter #twit2alsh تويتر يثبت لى يوميا انه فى الأصل كان عرافه كل ما أقوله حاجه يقوللى ما انا عارف OOoooops u already tweeted zaaaat go away,3
#Microsoft Works Suite 2003 Review http://t.co/Yie1rSSz #windowsxphomesoftware #officesuites #family,2
http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people #Microsoft's 32bit/64bit #Windows is target,2
- Pasen Buenas Noches #Twitter'OFF ♥,0
#Microsoft applies for celebrity search #patent. #bing-o http://t.co/vaDvkMSk #HermanCain.co directs you to...#RonPaul http://t.co/8Qgp5J48,2
Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus,2
@apple - dette blir for dumt. http://t.co/zqKMkq91,3
Уже 14 версия плагина #Android для #Eclipse вышла а подгружать апдейты для sdk в фоне они так и не научились. #Google вперде!!!,3
RT“@reimeraaron: #twitter keeps me from sleeping! #soaddicted”,0
RT @jtrezza: ¿Recuerdan que #Apple había comprado el dominio html5 .com? http://t.co/qb0pix09 pues ahora es de #Microsoft :O ¿Qué se tra ...,3
RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...,0
E o meu #Primo @eduuaardo_ que nunca mais apareceu pelo #Twitter? Saudade de você primãao ♥,3
My #twitter age is 2 years 160 days 2 hours 28 minutes 32 seconds. Find out yours at http://t.co/3YI2oDVK #twittertime,2
http://t.co/Qewndku6 #Nokia workers ask is CEO Stephen Elop a #Microsoft mole??,2
Print Ads Dead ? Not with #Microsoft #TAG on your ad learn more here - http://t.co/vfZRTkaa,2
The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43,2
Changing the past and organizing the future with #Microsoft http://t.co/bYYFhtpZ,2
lo mejor de #twitter es que no tenes que esperar un monton a que carge tu foto:D♥,3
#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva,2
RT @NeowinFeed: Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin,2
The first thing I do when I get home is either get on #facebook or #twitter. What is wrong with me?,1
Galaxy Nexus – the first Ice Cream Sandwich phone coming to Verizon http://t.co/BiPvBdxz #android #google,2
RT @codebit_org: #Microsoft convierte en táctil a cualquier superficie [ #VIDEO ] http://t.co/mKNOVBUS,3
Ishi o #faceunlock do #icecreamsandwich #android não funcionou no seu lançamento #google,3
CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android,2
RT @VLAD5564: #RT this #Follow all new music #TFB #nymusic. #newmusic #5000aday #1000aday #twitter #dipset #skullgang #730dips #byrdgan ...,2
BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin,2
Esse prof acha que ninguém sabe mexer no #microsoft word,3
ну собственно товарищи фотки интерфейса #Google #GalaxyNexus кто еще не видел: http://t.co/NS2jNRL7,3
This nigga need to go to #Twitter Jail,1
U-Village store fits Microsoft consumer strategy http://t.co/OyGo65p1 #microsoft #Technology,2
RT @stalkertard: hey @apple how about if IPhone4S = ""IPhone 4 Steve"" and you donate a small portion of the proceeds towards cancer rese ...,2
Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro,2
@CriistianZepeda oyendo musica chat & en #TWITTER,3
Will the #Galaxy #Nexus be coming to #Sprint? No mention of price carriers or source release for ICS. Give us those info #Google!,2
@Juanbatero1 puchis apareciste en #twitter voss.... q onda...q congelada la q me estoy dando vos...,3
@JenWeedin listen here @ShaunaWalters8 is new to #twitter and needs practice. support her here brat! #goodsamaritanswag,3
#Twitter off! See ya :D @justinbieber Love u and have #SweetDreams. ♥,2
Disappointing visual merchandising @apple. Simple but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi,1
Trying to identify a #constantcontact expert - anyone on #twitter?,2
#Google+ great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2,0
RT @InternetBH: #Microsoft shows 'touch screen' for any surface http://t.co/rT9g3pUH,2
RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,0
So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,1
No sé que haría sin #Twitter. Bueno sí probablemente mis tareas. :),3
solo #google puede ponerle a un OS #IceCreamSandwich,3
#android 4.0 нужен #google чтобы объединить телефонную и планшетную версии в одну.,3
RT @laiswhisky: @Peedro_Guiih gato intenda a nat é a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google,3
#Home #Depot Gives #DIY Shoppers More Tools to Get the Job Done http://t.co/K4zeZSin #Distribution #VMI #homedepot #Microsoft #WindowsPhone,1
#Google #Samsung unveil Galaxy Nexus phone running #Android 4.0: Google and Samsung… http://t.co/vOGTb5Bx,2
RT @EverettColdwell: @SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive left socia ...,0
@bidmyway I like your app for the @apple iPhone very simple and easy to use!,0
#CHISTE : EN QUE SE PARECEN LOS PITUFOS AL #TWITTER ? R= EN QUE LOS 2 TIENEN EL PAJARO AZUL XD,3
#Microsoft CEO Steve Ballmer on Not Buying #Yahoo: “Sometimes You’re Lucky” http://t.co/RI8HUaLD #uncategorized,2
#Microsoft Geleceğin Teknolojisini Araştırıyor! http://t.co/J45Gm98h #haberleryorumlar #arayüz #kamera,3
My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime,2
""Kanye West has added you to his circles."" yeah right. #galaxynexus #google #ics,2
CAN SOMEONE EXPLAIN TAGGED TO ME LIKE DONT GET MAD AT ME CAUSE #TWITTER AN FB MY SHIT!!,1
Google Ice Cream Sandwich - sounds yummy! What do you think? http://t.co/gMsgXcq8 #google #Android #ice cream sandwich,0
dear #google & #samsung... learn some presentation 101 first. please.,1
ツイッターを利用して感謝の気持ちとともに約２０００円が振り込まれ続ける方法→ｺｺ→ http://t.co/TyjUGsnQ ←ｺｺ← :) #ビジネス #稼ぐ #副業 #Twitter #ツイッター,3
#Adomani #Twitter,3
TechNet Blogs- Technical Overview of #DuetEnterprise for #Microsoft #SharePoint and #SAP http://t.co/o9V1J49v,2
""You don't have to be a computer scientist to use a Windows Phone "" said #Microsoft 's #SteveBallmer ""but you do to use an Android phone."",2
#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google,2
Too bad #google didn't have a tribute graphic for #DennisRitchie.,1
#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,2
Goodnight #Twitter.,2
RT @x_JustLucky_x: I don't know why I even bother checking FB anymore. I stare for two minutes and just log off lol #Twitter&gt;Fb,1
@mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..,1
Steve #Bullmer says it's hard for him to get ecited about #android phones...even though #Microsoft makes loads of money off of their sales.,1
could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous,1
Niemiecki rząd uruchomił w środę własny kanał na YouTube - Wiadomosci 24: Niemiecki rząd uruchomił w śr... http://t.co/n6Wp2QZv #twitter,3
Casa de herrero cuchillo de palo!!! http://t.co/tfy71a #DCE2005 #Microsoft &lt;= Como NO manejar errores!!! Link: http://t.co/89Cr2tm,3
#Novell wärmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou,3
Going to the @apple store today to get this laptop situation figured out,2
Ecelente. Proimo cel? RT @Giuliano3G: Presentanción #Android 4.0 y Samsung Neus Prime - http://t.co/8l9vzqgn #Google. (Se jodió #iOS5),3
Querida @mamá te escribo esta #carta para dejarte tranquila no estoy todo el tiempo en #Twitter. Fav para papá y un RT para ti.,3
RT @remcovandenhout: Meest comfortabele Touch area voor tablets volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/yPeRGaf1,3
#Microsoft knows how to kick off an opening but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9DdN1w,0
RT @sanjeevgadre: #Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my e-employers was ...,2
Samsung And Google Announce Galay Neus http://t.co/I6r95gK #samsung #galay #neus #google #android #ICS #news #tech,2
Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules? #Microsoft #SharePoint,2
#Microsoft headquarters tomorrow! #Blogalicious @beblogalicious,2
@matheusdcb Me segue de volta Matheus ajeitei meu #twitter hj.,3
Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich,0
In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(,1
RT @twandroid: Editeur de photo maintenant : redimensionner .... (ce qu'on avait déjà vu) #google #neusprime,2
Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows,2
@Ladycamia @JewelSantini check out that link sis - some good stuff on #mindfulness #medidtation techniques on #google - jewels swears by it!,2
Two more hours for SALE!! http://t.co/VqueOskE #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new,2
#FB no es mi amigo por eso mejor #Twitter al menos ahorita,3
RT @Charlielace: Instead of updating your #Twitter why don't you update your life!,1
Well I'm kinda really #bored right now.... time to waste some time reading #quotes on #twitter,2
New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE,2
Mii #Facebook Es Vanezíítha D' Yeycle Y Mii #Twitter VaneziithaMrz Agregenme Y Siganme!,3
@waze_it @macneo Bellissimo video. Sono sempre più convinto di prendere un @Apple iPhone e gettare via il @Nokia N97 che mi ritrovo.,3
Lunch today: 19.00 Eating it at #Microsoft while attending #VSLive? Priceless.,0
#Microsoft lanza sitio oficial de #Skype http://t.co/c3kGqpyR #JeryTecnologias #tecnología,3
Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,2
Vuelvo a el #Twitter hasta el 07/11/2011 by _ @LLLF_,3
Editeur de photo maintenant : redimensionner .... (ce qu'on avait déjà vu) #google #neusprime,2
Deep Linking Plugin - Black... http://t.co/RnF3cNu8 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning,2
#Noticias : #Microsoft lanza sitio oficial de #Skype http://t.co/v5fAsqId,3
#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year whi... http://t.co/ufI0YlL7 #TCN,0
Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fiing it myself!!!,1
#Microsoft's #SteveBallmer attacks #Android phones ..... well #windows7mobile is gay you metro! http://t.co/sQnE1iLb via @Telegraph,1
RT @twandroid: Consommation data affichée dans les paramètres avec même une approimation de la consommation future !#google #neusprime,2
Ppl emphasize to make thyself look greater then they are! #twitter!,2
@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!,2
#twitter that's wassup ! lol!,2
#Microsoft Research shows #Holodesk - looks like science fiction but is science fact http://t.co/vv6ltkYp,2
RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galayneus,0
#Microsoft CEO Steve Ballmer on Not #Buying #Yahoo: “Sometimes You’re Lucky” http://t.co/uyDNZ4r0 #mcommerce #business,2
The Perks of Working at #Google #Facebook #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales,2
Ben ik de enige met serieuze bedenkingen? #Howest wordt proefschool (konijn) voor #Microsoft Office 365 http://t.co/s2GGPb0G,3
Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google,2
“@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCa”,0
@Dropbo balked at acquisition by @Apple. My apps thank them. :) http://t.co/VsYPl9u,0
@PorzelinCako jaja yo tmb esoy como @maffer_rdz como no tengo ni perro ps minimo #Twitter jaja,3
Warum steht bei @anked eigentlich ""ehemalige #Microsoft Managerin"" und nicht ""Zukünftige #Piraten Stadträtin""? #AnneWill,3
Ohemgee. Be a follower..... #twitter,2
RT @kvo: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/iJYUoHZ Fab Four: @apple @google @amazon @fac ...,2
@mnoo_ana @g6wa1998 Etha Nim. w blyala tbon #twitter :p,3
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,1
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 18,2
