text,opinion
@ElieDzR aqui en casa escuchamdo musica en el #ipod y jodiendo en #twitter jaja #normal,3
Fico manso os preços desses IPHONEs absurdos R$ 2.500! Assim não dá Fía @apple Só se eu fizesse programa na Beira Mar :(,3
Goin to bed #GOODNIGHT #TWITTER,2
#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted,1
Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?,3
#JustBecause you got a few followers on #twitter don't make you a celebrity,3
Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!,3
Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod,3
#Twitter #NYERRR,3
RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis,2
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,1
@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out,0
RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/gVbdhLiu by @MeghanKel,2
El dia de hoy esta muy flojo el #Twitter qe pasaa DDDDDDDD: la apocalipsis ok no jaja,3
RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google,0
WOW DOGS!! @Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD,2
Everything Can Be A Digital Surface Now Courtesy Microsoft Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon,2
Quit acting all hard. It's only #twitter,3
RT @dansaap: At the #VMworld party looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-),2
Facebook is becoming trashier and trashier #twitter,1
#Google How to Play Texas Holdem Poker for Newbies : Texas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks,3
Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT,3
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin,2
Your face unlocks the phone as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone,2
CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure,0
@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse nao ta mais la.,3
@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.,3
@apple please bring back the old Siri app for us old school iPhone 3 users!,1
Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...,3
I ♥ @Apple http://t.co/a8on3IAa,0
RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin,2
Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing #Microsoft ’s investments paying off,2
This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app,0
RT @mpastrana: RT @apple no pasa nada todo esta bien no pasa nada todo esta en orden http://t.co/zwECWhD,3
Many new features for Android. #NexusPrime #Google,2
All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!,1
Outlook ConnectorをインストールするとOutlook2007でhotmailアカウントが利用できる→ブラウザを立ち上げなくてもメールを閲覧できる #Microsoft #Office #Outlook,3
So is the #galaxynexus coming to @sprint any info @android #google #android,2
RT @MichaelKroker: Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz,3
#Microsoft lanza sitio oficial de #Skype http://t.co/sd1XqwSp,3
The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,2
@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.,2
Steve Ballmer haalt uit naar #Android http://t.co/LlIxBzeV #nuandroid Dan ben ik ook een nerd ja daaaaag slecht zeg van #microsoft,3
DICEN q estoy viciada con #twitter... Pero mmm... NO!,3
RT @IsmaelLaRosa: En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL,3
uuchas... #twitter menso! dormish bye! xD,3
Wtf is a tweet sounds like tha dam cartoon network #tweeted #tweeter #twitter #twitterer,1
Gud morning #twitter,0
【#bot】相互フォロワー募集! #followme #followmeJP #sougofollow #followdaibosyu #goen #followback #follow #sougo #daibosyu #twitter #time #japan,3
RT@Apple обновляет Mac mini,3
RT @MattMarcheski: @AlexMufferi #twitter&gt;facebook,2
RT @marcoagnoli: Belle le magliette che diamo a #SMAU in #Microsoft http://t.co/mU5iHlQi,3
Good Night #Twitter && #TwitterTweeters :),0
Lol Smh gudnite #twitter,2
#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/XPGHLC2o,2
It's not Google vs Apple. It is Apple & Google vs the old way - GigaOm http://t.co/LJlc6YzS #google,2
ابرز مميزات Android 4.0 موجوده بهذا الفديو http://t.co/ZE4BZfph #google #android @Abdullah347,3
#Twitter lies RT @amerikusl I lose all my friends once they get pregnant :-(,1
Overall I am a fan of the iPhone 4S; however my Siri has issues connecting to the network @Apple,0
#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps,0
i love my background!! #twitter,0
Por fin Adobe para #iOS al parecer @Apple se reconcilia en esta nueva gestión.,3
I am crazy about #iOS5 . The photo cropping is the best! @apple,0
GN #twitter off.,2
Just because you follow me on #twitter does NOT mean we cool. As you can see I didnt follow yo thirsty ass back. #dummy -.- xD,1
#iPhone4S in #Space http://t.co/glOaXhLe via @youtube #nasa @apple,2
Ya tendremos browser con tabs y nuestros bookmarks se sincronizarán con Chrome! #ics #google,3
Ok so it was a lion and not a leopard. Too much upgrading this weekend. @apple,0
#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft,2
סטיב באלמר מבטיח לנו ""כמה"" מכשירי חלונות פון בשבוע הבא http://t.co/GHBZfbX3‏ ‏ #Nokia ‎#microsoft #windowsphone,3
Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs,2
Olha aqui @apple: na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g Ok ? Aff fazem tudo pela metade !!! Steve da um jeito ai,3
Progress is a Process Surprised to see a sensible topic trending worldwide in #twitter,0
RT @adamnash: The takeaway from the @Apple earnings call? Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...,2
RT @ScottDugas: Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade ...,2
Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce,2
Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC,2
RT @iTuSabias: Aléjate de las redes sociales si acabas de terminar una relación en #Twitter leerás las razones y en #Facebook verás por ...,3
#Apple eclipsed #Microsoft http://t.co/wEdPbcPx,2
Today I was introduced as BigDealDawson at #LGFW ! O #twitter and #social media I love you! Teehee xx,0
Reading: Android 4.0 'Ice Cream Sandwich' Features Announced By Google (HuffPost- Oct.18) #google http://t.co/wmqNPcLV,2
#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva,2
RT @ishpconsult: Der langsame Tod von SEO?? #Google-Suche für eingeloggte User verschlüsselt - http://t.co/OlORx2Pc #marketing #search...,3
Samsung Galaxy Nexus Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung,2
#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/8fiwDhcC,2
@DaniWeb MS business intelligence development studio. Where u create SSRS reports and SSIS packages. Wonderful world of #microsoft :),0
gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance,2
Pô. Gostei do novo sistema de reconhecimento facial do Android. Tão forte que não liberou nem o dono do smartphone. #Google #ICS,3
Club CALUMO was FUN! See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/8THqSRBd via @calumo,0
any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,1
macbreak weekly @TWiT via @apple airplay in full HD on the 42"". finally! @leolaporte @Ihnatko @alexlindsay,0
Google Docs presentation makes PowerPoint weep beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha,2
I just realized that the reason I got into twitter was ios5 thanks @apple,0
@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?,1
Dennis Goedegebuure’s Thoughts on Changes in #Google Analytics: I contacted Dennis and asked… http://t.co/okCwNrpq,2
Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/h8geayT5 #twitter,2
@KylisInATL HEY! Get Back On #Twitter :-),0
#Advertising #Blog Today's blog covers the #IGen and #Google's ""Parisian Love"" Debating with @smarch323 for your votes! http://t.co/x3JY4b2L,2
Ice Cream Sandwich Android: #IceCreamSandwichAndroid #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube,2
kk eu queria muito mudar meu #BG aqui do #twitter :D,3
Ever post something to the wrong circles? #google+,2
my phone is off......thank GOD.# FUCK SPRINT . IM ON #TWITTER 2NITE #LINAS,1
Galaxy Nexus Promotion Video http://t.co/JIV8z67u #samsung #google #android #ics #smartphone,2
講習中@apple shop GINZA,3
Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!,2
Buenas Noches que descansen #Twitter #OF ZzzzzZzzzzz,3
#Microsoft's Ballmer promises #Nokia Windows phones next week slams #Android. http://t.co/5DOmls5e #WP7 #WindowsPhone,2
#OmniTouch #Microsoft http://t.co/qwk0YUrH via @youtube,2
The four American companies that have come to define 21st-century on the verge of war. @Amazon @Apple @Facebook and @G…http://t.co/PxUlr5dw,2
TODAY! Come along to #Microsoft Office & #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd,2
#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!,0
#Microsoft 's latest offering leaves me praying for the Blue Screen of Death. http://t.co/gTqdvfxo #advertising #OhNoNotAgain,1
@audrievv @apple You can still use #MobileMe webhosting (with or without #iWeb) after converting to #iCloud.,2
@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,1
#Google's #Android 4.0 Development Plan: Make Android Prettier http://t.co/7X0OFPuq @paidcontent,2
Check this video out -- Introducing Galaxy Nexus. Simple beautiful beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google,2
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q,2
Well the event is now over time to change my pants #Google #Android #Samsung #Jizz,2
The takeaway from the @Apple earnings call? Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget,2
#microsoft #3Q (or 1Q12) #conferencecall 10/20/11 http://t.co/zm9Dye63,2
#ooff #TWITTER NOS VEMOS,3
@apple can you vote for my wishlist cus there all apple products? http://t.co/uAize83k,2
Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/IHKhqUQ8 #net #RRHH #empleo,3
Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon,1
Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone: Microsoft has said th... http://t.co/uEpATRzx,2
Que le pasa al #Twitter... #Chingado,3
Tengooo muchiisiimo sueño #twitter off ... :) descanseen!,3
Hey @Apple stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.,1
#Samsung #Galaxy Nexus to Launch on Three of UK httpt.coxaXnOPO6 #talkandroid #google #networkspecs #nttdocomo,2
Windows Phone Tango and Apollo rumors suggest new screen specs #microsoft #wp7,2
videohovory na facebooku jsou skvělé. #Microsoft by mohl integrovat tuto funkci do další aktualizace #windowsphone pak to bude geniální,3
More Colorful Photos Of Nokia's First Windows Phone Just Leaked!! httpt.cosU4l744v #nokia #wp7 #microsoft #windowsphone7,2
Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer. Missed opportunity @apple,1
On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - http://t.co/q3YNLQck #opensource #bigdata #IT,2
Video: SIRI also gets angry. http://t.co/Ku288WX6 @chrisvoss @apple #apple #siri #iphone4S #Ai,2
RT @profissionaisti httpt.co1ioM4Fqs O que realmente pode mudar com o Windows 8 #windows8 #microsoft,3
Who are the top folks on #Google+ See this tag cloud httpt.corp7LSoEE via @jowyang,2
---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?,2
I love Ice Cream Sandwich ) #Android #Google #Samsung,0
RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck. Do you agree? Join the discu...,2
jisuis geral nas festinha acha hype ficar só no telephone téc téc téc gentem dá um tempo. #twitter #biscates #feios #sms #aloneinthedark,3
I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet,0
RT @theunlockr: Nexus S will get Ice-Cream Sandwich too - #Google - http://t.co/Igq9kdIL #android #samsung #ics,2
Noarchive is used to restrict search engines from saving a cached copy of the page #Google,2
@pkedrosky @apple I am just waiting for my conf email from iCloud.,2
Thank you me too. Looking forward to reviewing your book @WarrenWhitlock #twitter #authors #socialmedia,0
@fashionNOGuilt haha! tomorrow should be less hectic too! 'cause everyone and their moms was at the @apple store today! ;],0
IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg @apple #apple #iphome4S #ios5,2
Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz,3
The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing opinions? http://t.co/BlhHGOpo,1
i need a hookup stop teasing me #google http://t.co/07YR58wL i want the new #nexus,0
#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW,2
#SamsungGalaxyNexus #google #android #IceCreamSandwich http://t.co/z2uzAnHD,2
Swaagg me outt #twitter,0
@rmeneghelo: ""#Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH =P"" correção: ainda te AMO...,3
Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu,2
#Retweet #RT #BabyMamaDrama #BabyDaddyDrama #Twitter #S/O to everyone who read my blog www.cpc504.blogspot.com,3
RT @Microsoft_EDU: Quality education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/hlRxf2dF #EDU11,2
First time a technology company is in the running for marketer of the year. Vote David: http://t.co/xT2SWSxg #Microsoft @getitdone,2
woke up dis morning so i'm stil alive #twitter,2
#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems,2
If @Apple could put the USB female connector in cars would be #Dope,2
Thank you for the laughs #Google ""tapping my peepz"" white suit face unlock fail using an LED screen for a video cast. Love it anyway &lt;3,0
Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia,2
Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday.,2
#Measure your #Marketing.Get the FREE Analytics Campaign Tagger sheet for #Google #Analytics now! http://t.co/8WC3Y5kK,2
#twitter app also doesn't show me the conversation when I touch a tweet.,1
does anyone else get the 'milky white film of business' with Visual Studio? #vs2010 #microsoft,2
Wyszukuj jak Anja Rubik (albo Colin Farrell) z #Microsoft http://t.co/1KHSfK8k,3
The #iphone4s is amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,0
i love #google,0
RT @takashiruru: android beam って何だろう #Android4.0 #Google,3
DAMN YOU !!! @apple,1
@madtruckman 'Modern Day Autograph"" I like the way you put that. #twitter,0
RT @JoelCardozo: #Microsoft en el futuro: #Kinect y su tecnología avanzada http://t.co/JOVFeZRl,3
This!!!!!! RT @DennieB_15 👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple,1
just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!,1
Hello! Welcome to #twitter RT “@beabea210: @ACCU_MED ....hello Accu-Med!!!”,2
@Frank_2869 hey q pedo como vamos en #TWITTER,3
I hate you @apple for not sending Toledo oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!,1
@theresamarosy bc #IE like everything #Microsoft makes is junk and super prone to crashing.,1
Prenez un Smartphone Galaxy ajouter y du software a la sauce Google et vous avez un tout beau Galaxy Nexus. #google#iphone,1
My #twitter age is 1 year 65 days 18 hours 47 minutes 24 seconds. Find out yours at http://t.co/tQMSBDrx #twittertime,2
@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....,3
RT @thomasgoubin: RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;),2
#skype is now part of stupid #microsoft it seems,1
mm but yeo .. #twitter .. free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND !,2
Google Offers to compete with Groupon Living Social - Pittsburgh Post-Gazette http://t.co/Wwj3xvdm #google,2
#Google #Docs presentations get real-time collaboration transition effects and more: Google… http://t.co/COSF8WUS,2
#pardus SecureBoot'a Karşı Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft,3
He Like Kissing The Little Pink Puss Lls #Twitter This After Dark,2
Just installed Windows 7 Ultimate Service Pack 1 with IE9. It looks like IE9 is trying to look like Chrome. #windows7 #ie9 #microsoft #ie8,2
""@socialfans: Top Twitter Related Sites http://t.co/JoDmoruF #design"" #twitter,2
#Google announces NFC-based #Android Beam for sharing between phones,2
Goodnight #twitter ,2
@WIREDInsider beautiful yes. though it simply reminds me of @apple's spinning wheel of death. clock reinvented: http://t.co/tJcJAqfl,2
#Android: This Is the #Samsung Galaxy Nexus #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk,2
New #70-680 #Exam #Questions are available @techxams http://t.co/S0VxsRuU #Microsoft,2
Rijk worden met patenten. In de smartphonewereld lopen 57 patentrechtszaken. De grote winnaar lijkt #Microsoft. http://t.co/owSkWPKG #patent,3
RT @Sarahhhhh112: @_xmas_carroll Yeah I got #skype and #google+ and #twitter so who needs facebook?,0
its funny how you can take time out your precious #twitter time to monitor or judge what in saying,1
Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri,2
@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life,1
Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft,0
Domani a #SMAU con #Microsoft si parla di HTML5 #Kinect SDK #WebMatrix Private #Cloud e ci sono i lab su #Azure http://t.co/Et5Lw9uF,3
le nfc intégré aussi dans #nexus #google #android '-',2
Galaxy Nexus http://t.co/xDxcwSAR #android #google No sé yo semejante pantalla...,3
@rogerweir no but I have the option of a replacement iPhone 4s ? Not sure if I want one after having 2 duff iPhones. @O2 @iphone4s @apple,1
Bravo @Apple! http://t.co/BgoTzj7K,0
#GA-repost: RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate y... http://t.co/z3Z3X9pA,2
#twitter me esta absorbiendo D:,3
التقرير الكامل لجهاز Galaxy Nexus الخاص بـ Google http://t.co/MvlI71vK #SE4m #Nexus #Google #android http://t.co/8AfOMTso,3
*singing*! everytime I try to leave something keeps pulling me back (me back) telling me I need #Twitter & all that. lol (:,0
#droidtweak #Video: #IceCreamSandwich on the #GalaxyNexus http://t.co/vBcl0OzP #googlephone #nexus1 #NexusS #google,2
直擊！【@Phone雜誌 / @微博通訊社 19日訊】谷歌+三星智能手機發布會http://t.co/SFBLWqjg @LK154: #Google 跟 #Samsung 正式發佈 #Galaxy #Nexus… 手機規格如下：http://t.co/MyIcSKXW #ICS,3
Betere #presentatie geven? Kijk eens naar de #microsoft #powerpoint #cursussen en #trainingen: http://t.co/fxbrysGk #cursusvoor,3
You can make photo albums in the Photos app with iOS 5 but can't password protect them? Um... @apple fix that. Quickly.,2
I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”,1
